SW-DOWNLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CGS-Serial Number,CGS-Vendor,CYC-Serial Number,CYC-Vendor,HOOP-Serial Number,HOOP-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,FP_SN,JULIET_SN,OS_BUILD_VERSION_FATP,ROMEO_SN,STATION_STRING,DCSD FINISH,DCSD LOG-COLLECTION,DCSD REPORT-DATA-WRITE-CB,DCSD RESTORE  9 - The operation couldn’t be completed. (AMRestoreErrorDomain error 9 - Failed to receive message from device might be conn,DCSD RESTORE,DCSD START,hidd_nonui display ECIDCount,hidd_nonui display_on_time EFI,hidd_nonui display_on_time NonUI,hidd_nonui display_on_time Total,MAX_TEMP pmu TDEV1,MAX_TEMP pmu TDEV2,MAX_TEMP pmu TDEV3,MAX_TEMP pmu TDEV4,MAX_TEMP pmu TDEV5,MAX_TEMP soc THERMAL0,MAX_TEMP soc THERMAL1,MAX_TEMP soc THERMAL2,MIN_TEMP pmu TDEV1,MIN_TEMP pmu TDEV2,MIN_TEMP pmu TDEV3,MIN_TEMP pmu TDEV4,MIN_TEMP pmu TDEV5,MIN_TEMP soc THERMAL0,MIN_TEMP soc THERMAL1,MIN_TEMP soc THERMAL2,STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,TestGroup Failure Action,UsbLocation UsbLocation
FXGL,D53P,G6TZL00VP85J,P3RW1B,,,FXGL_C03-3F-DQE_48_SW-DOWNLOAD,FAIL,2019-11-07 08:50:07,2019-11-07 09:02:49,TestGroup Failure Action,0.0.2-18A21371g,C07942700MVNY6Q9,Foxconn,F8Y9396M0EJN48M1Z,Sunwoda Electronics Co. Ltd.,G6T94340046P70YAB,FXGL,,,,,G6T9434000UP713AT,FXGL,C07942700HWP55L1,Foxconn,G6T94240045P70XAG,FXGL,FWP9363Z0FQMVFYEL,DNM937300HDN9678Y,18A21371g,DN893636ZULN28355,Nil,,,,,,,3,170851,52480,223331,47.32,49.63,47.73,50.91,46.6,53.53,52.92,0,25.96,27.26,26.13,27.89,26.77,26.28,26.53,0,,,336793600
FXGL,D53P,G6TZL00VP85J,P3RW1B,,,FXGL_C03-3F-DQE_48_SW-DOWNLOAD,PASS,2019-11-07 09:04:05,2019-11-07 09:20:17,,0.0.2-18A21371g,C07942700MVNY6Q9,Foxconn,F8Y9396M0EJN48M1Z,Sunwoda Electronics Co. Ltd.,G6T94340046P70YAB,FXGL,,,,,G6T9434000UP713AT,FXGL,C07942700HWP55L1,Foxconn,G6T94240045P70XAG,FXGL,FWP9363Z0FQMVFYEL,DNM937300HDN9678Y,18A21371g,DN893636ZULN28355,Miss CmClbbpvpcrttcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336793600
FXGL,D53P,G6TZL00XP85J,P3RW1B,,,FXGL_C03-3F-DQE_48_SW-DOWNLOAD,PASS,2019-11-07 09:33:06,2019-11-07 09:43:21,,0.0.2-18A21371g,C07942700MPNY6Q9,Foxconn,F8Y9396M0HYN48M1A,Sunwoda Electronics Co. Ltd.,G6T9434004BP70YA6,FXGL,,,,,G6T94340011P713AH,FXGL,C07942700J8P55L1,Foxconn,G6T9424004CP70XA9,FXGL,FWP9363Z11KMVFYEY,DNM9373009RN9678A,18A21371g,DN8936374BBN2835P,Miss CmClbbpvpcrttcrtpspceCfgrCfg,,,,,,,3,143743,62885,206628,47.08,48.58,46.6,49.45,45.52,49.31,49.62,0,27.86,30.28,27.86,31.47,29.46,29.09,30.14,0,,,336793600
FXGL,D53P,G6TZL00YP85J,P3RW1B,,,FXGL_C03-3F-DQE_44_SW-DOWNLOAD,PASS,2019-11-07 09:57:07,2019-11-07 10:04:10,,0.0.2-18A21371h,C07942700NCNY6Q9,Foxconn,F8Y9396M0F2N48M1C,Sunwoda Electronics Co. Ltd.,G6T9434004EP70YA3,FXGL,,,,,G6T9434000HP713A4,FXGL,C07942700L3P55L1,Foxconn,G6T9424003XP70XAT,FXGL,FWP9373Z34VMVFYG2,DNM937300LZN96783,18A21371h,DN893636YJSN2835W,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,161254,54437,215691,43.48,44.92,43.62,46.13,43.55,56.15,53.42,0,30.28,31.94,30.32,33,31.26,32.51,32.75,0,,,336675072
FXGL,D53P,G6TZL016P85K,P3R8W,,,FXGL_C03-3F-DQE_56_SW-DOWNLOAD,PASS,2019-11-07 08:54:52,2019-11-07 09:04:46,,0.0.2-18A21371g,C0794270037NY6Q9,Foxconn,FG9939500AQN48P1Y,Huapu Technology (Simplo),G6T9436001UP70YAW,FXGL,,,,,G6T94360002P714AG,FXGL,C079427001HP55L1,Foxconn,G6T9434006FP70XAX,FXGL,FWP9392Z1UUMVFYP9,FX89387TZSPN9692A,18A21371g,F8P936401H6N2842Y,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,138111,72577,210688,39.14,43.48,39.97,48.07,43.41,50.57,48.75,0,32.82,34.49,33.09,35.67,32.91,35.17,35.84,0,,,343085056
FXGL,D53P,G6TZL019P85K,P3R8W,,,FXGL_C03-3F-DQE_37_SW-DOWNLOAD,FAIL,2019-11-07 09:10:47,2019-11-07 09:24:12,TestGroup Failure Action,0.0.2-18A21371h,C079427002QNY6Q9,Foxconn,FG9939500APN48P1Z,Huapu Technology (Simplo),G6T9436001CP70YAC,FXGL,,,,,G6T9436000AP714A8,FXGL,C079427000EP55L1,Foxconn,G6T9434006AP70XA2,FXGL,FWP9392Z1MEMVFYPA,FX89387TZULN96927,18A21371h,F8P936401HXN28427,Nil,,,,,,,3,249729,89620,339349,53.47,63.85,57.49,62.95,54.1,62.64,61.82,0,27.15,28.63,27.5,29.5,28.51,25.42,26.28,0,,,487661824
FXGL,D53P,G6TZL019P85K,P3R8W,,,FXGL_C03-3F-DQE_37_SW-DOWNLOAD,PASS,2019-11-07 09:48:47,2019-11-07 09:57:22,,0.0.2-18A21371h,C079427002QNY6Q9,Foxconn,FG9939500APN48P1Z,Huapu Technology (Simplo),G6T9436001CP70YAC,FXGL,,,,,G6T9436000AP714A8,FXGL,C079427000EP55L1,Foxconn,G6T9434006AP70XA2,FXGL,FWP9392Z1MEMVFYPA,FX89387TZULN96927,18A21371h,F8P936401HXN28427,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,251040,89690,340730,53.47,63.85,57.49,62.95,54.1,62.64,61.82,0,27.15,28.63,27.5,29.5,28.51,25.42,26.28,0,,,487670016
FXGL,D53P,G6TZL01EP85K,P3R8W,,,FXGL_C03-3F-DQE_48_SW-DOWNLOAD,PASS,2019-11-07 09:42:10,2019-11-07 09:53:12,,0.0.2-18A21371g,C079427001QNY6Q9,Foxconn,FG99395002MN48P1R,Huapu Technology (Simplo),G6T94360027P70YAE,FXGL,,,,,G6T94360003P714AF,FXGL,C079427002QP55L1,Foxconn,G6T94340060P70XAC,FXGL,FWP9392Z0QRMVFYPR,FX89387TZU9N9692J,18A21371g,F8P936402TVN2842C,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,120225,47976,168201,41.79,44.26,42.45,47.73,43.2,62.01,59.62,0,36.49,39.61,37.23,41.47,38.68,39.56,40.34,0,,,337055744
FXGL,D53P,G6TZL01JP85K,D53-PRO1,D53-PRO1_P3R8W,,FXGL_C03-3F-DQE_55_SW-DOWNLOAD,PASS,2019-11-07 09:31:39,2019-11-07 09:41:46,,0.0.2-18A21371f,C079427000ANY6Q9,Foxconn,FG99395003NN48P1M,Huapu Technology (Simplo),G6T9436002BP70YAA,FXGL,,,,,G6T9436000UP714AQ,FXGL,C079427000AP55L1,Foxconn,G6T9434005GP70XAZ,FXGL,FWP9392Z0BLMVFYP1,FX89387TZSBN9692N,18A21371f,F8P936401EXN2842G,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,63370,46872,110242,41.73,43.2,41.92,44.12,41.02,49.65,47.5,0,36.75,37.78,36.59,38.56,35.92,35.46,35.62,0,,,343281664
FXGL,D53P,G6TZL01PP85K,P3R8W,,,FXGL_C03-3F-DQE_37_SW-DOWNLOAD,PASS,2019-11-07 09:06:33,2019-11-07 09:15:33,,0.0.2-18A21371h,C079427003CNY6Q9,Foxconn,FG993950025N48P17,Huapu Technology (Simplo),G6T9436001ZP70YAR,FXGL,,,,,G6T9436000FP714A3,FXGL,C0794270024P55L1,Foxconn,G6T9434005FP70XA0,FXGL,FWP9392Z0KJMVFYPD,FX89387TZUTN96920,18A21371h,F8P936402W6N2842S,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,203270,88566,291836,42.79,48.58,44.19,50.35,43.76,49.18,49.85,0,34.97,36.23,35.07,37.23,35.47,36.25,37.46,0,,,487670016
FXGL,D53P,G6TZL01TP85J,P3A22BE,,,FXGL_C03-1.5FT-16_13_SW-DOWNLOAD,PASS,2019-11-07 08:45:49,2019-11-07 08:54:47,,0.0.2-18A21371f,C07943200ASNY6Q9,Foxconn,F8Y9396M0VPN48M1H,Sunwoda Electronics Co. Ltd.,G6T9436002YP70YAP,FXGL,,,,,G6T9436000QP713AV,FXGL,C079433000TP55L1,Foxconn,G6T94330035P70XAH,FXGL,FWP9373Z1ELMVFYGH,FX89367NXAXN9696T,18A21371f,F8P936402GQN2842G,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,61045,94812,155857,55.74,65.74,58.97,64.31,54.2,70.64,70,0,31.86,33.32,32.12,34.3,32.91,35.29,35.09,0,,,337707008
FXGL,D53P,G6TZL01YP85J,D53-PRO1,D53-PRO1_P3A22BE,,FXGL_C03-1.5FT-16_13_SW-DOWNLOAD,PASS,2019-11-07 09:22:24,2019-11-07 09:29:46,,0.0.2-18A21371f,C07943200APNY6Q9,Foxconn,F8Y9396M0KUN48M18,Sunwoda Electronics Co. Ltd.,G6T9436002UP70YAT,FXGL,,,,,G6T9436000NP713AX,FXGL,C079433001PP55L1,Foxconn,G6T9433003DP70XA9,FXGL,FWP9373Z3EKMVFYGG,FX89367NX79N9696Q,18A21371f,F8P936402BCN28429,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,60990,92998,153988,,,,,,,,,,,,,,,,,,,337707008
FXGL,D53P,G6TZL023P85K,P3R8W,,,FXGL_C03-3F-DQE_55_SW-DOWNLOAD,PASS,2019-11-07 09:09:51,2019-11-07 09:27:23,,0.0.2-18A21371f,C0794270035NY6Q9,Foxconn,FG9939500Q7N48P17,Huapu Technology (Simplo),G6T9436001YP70YAS,FXGL,,,,,G6T9436000BP714A7,FXGL,C0794270027P55L1,Foxconn,G6T9434006DP70XAZ,FXGL,FWP9392Z08YMVFYPY,FX89387TZUYN9692V,18A21371f,F8P9364038QN28425,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,155157,79391,234548,39.26,40.59,39.49,41.6,39.14,49.4,47.68,0,36.33,37.29,36.39,38.22,36.08,36.82,37.46,0,,,343281664
FXGL,D53P,G6TZL028P85J,P3A19BE,,,FXGL_C02-2F-RD_37_SW-DOWNLOAD,PASS,2019-11-07 09:18:40,2019-11-07 09:27:15,,0.0.2-18A21371h,C07943200B4NY6Q9,Foxconn,FG9938500XHN48N1E,Huapu Technology (Simplo),G6T9436003CP70YA6,FXGL,,,,,G6T94360011P713AF,FXGL,C0794330023P55L1,Foxconn,G6T9436004UP70XAN,FXGL,FWP9373Z2L9MVFYG9,FX89367NXMBN9696E,18A21371h,F8P9364031YN2842J,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,81859,147687,229546,,,,,,,,,,,,,,,,,,,437456896
FXGL,D53P,G6TZL028P85K,P3R8WS,,,FXGL_C03-3F-DQE_56_SW-DOWNLOAD,PASS,2019-11-07 08:57:48,2019-11-07 09:06:15,,0.0.2-18A21371g,C079427000SNY6Q9,Foxconn,FG993950056N48P1X,Huapu Technology (Simplo),G6T9436002DP70YA8,FXGL,,,,,G6T94360013P714AC,FXGL,C0794270011P55L1,Foxconn,G6T94340072P70XA7,FXGL,FWP9403Z0QJMVFYQL,FX89387TZRPN9692D,18A21371g,F8P936402EXN2842F,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,124650,64033,188683,37.78,40.34,37.89,41.47,38.68,48.21,46.43,0,27.82,29.11,27.79,30.65,28.74,29.39,29.14,0,,,343281664
FXGL,D53P,G6TZL029P85J,P3A19BE,,,FXGL_C02-4FT-02B_4_SW-DOWNLOAD,PASS,2019-11-07 08:04:23,2019-11-07 08:17:12,,0.0.2-18A21371h,C07943200B7NY6Q9,Foxconn,FG9938500VYN48N15,Huapu Technology (Simplo),G6T94360036P70YAC,FXGL,,,,,G6T9436000SP713AT,FXGL,C0794330005P55L1,Foxconn,G6T9436004YP70XAJ,FXGL,FWP9373Z3NBMVFYG0,FX89367NXSAN96960,18A21371h,F8P9364035FN2842P,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D53P,G6TZL02AP85J,P3A19BE,,,FXGL_C02-4FT-02A_4_SW-DOWNLOAD,PASS,2019-11-07 08:05:51,2019-11-07 08:15:34,,0.0.2-18A21371h,C07943200AANY6Q9,Foxconn,FG9938500J1N48N11,Huapu Technology (Simplo),G6T94360033P70YAF,FXGL,,,,,G6T9436000YP713AM,FXGL,C079433000QP55L1,Foxconn,G6T94360053P70XAA,FXGL,FWP9373Z1VQMVFYG2,FX89367NXRNN9696R,18A21371h,F8P9364035GN2842N,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487682304
FXGL,D53P,G6TZL02FP85J,P3A19BE,,,FXGL_C03-1.5FT-16_13_SW-DOWNLOAD,PASS,2019-11-07 09:01:52,2019-11-07 09:09:10,,0.0.2-18A21371f,C07943200BXNY6Q9,Foxconn,FG9942200DAN48P1S,Huapu Technology (Simplo),G6T9436003DP70YA5,FXGL,,,,,G6T94360010P713AG,FXGL,C079433001BP55L1,Foxconn,G6T94330037P70XAF,FXGL,FWP9403Z114MVFYQ0,FX89367NXC3N9696F,18A21371f,F8P936402H0N28423,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,40351,32032,72383,54.96,63.24,57.73,61.93,52.25,67,66.18,0,33,34.11,32.91,34.78,33.5,36.84,36.57,0,,,341901312
FXGL,D53P,G6TZL02QP85J,P3RW3B,,,FXGL_C03-3F-DQE_48_SW-DOWNLOAD,PASS,2019-11-07 09:23:46,2019-11-07 09:39:06,,0.0.2-18A21371g,C07942700JMNY6Q9,Foxconn,F8Y9396M0NYN48M1V,Sunwoda Electronics Co. Ltd.,G6T94370026P70YAE,FXGL,,,,,G6T9437000UP713AQ,FXGL,C07942700NRP55L1,Foxconn,G6T9426000DP70XAJ,FXGL,FWP9403Z0UQMVFYQ2,FX89367NXGLN9696L,18A21371g,F8P936402A3N2842M,Miss bbpvpcrttcrtpspceCfgrCfg,,,,,,,3,131981,47306,179287,40.59,43.97,41.09,49.01,45.22,44.03,44.29,0,37.34,39.2,37.83,42.66,38.74,40.43,38.76,0,,,336990208
FXGL,D54,G6TZJ03HPF76,D53-PRO1MINI,D53-PRO1MINI_2CMFC6,000012,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 09:43:41,2019-11-07 09:51:50,,0.0.2-18A21371l,,,,,,,DLC940104P7LCTV2P,ICT-Lanto Limited,GH9938610Q4NY141H,NSTD,G6T9417000MPFL1A8,FXGL,,,,,FWP9372Z22RMVFYUC,F6D93960390N9653S,18A21371l,DN89396AXTDN28520,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,1,67240,122846,190086,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZK003PF76,3CMFC4,,,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 09:14:49,2019-11-07 09:22:40,,0.0.2-18A21371j,C079413002PNY9L5,Foxconn,F5D93946RZDNR7R19,Desay Battery Co. Ltd.,G6T94220002PFL4AS,FXGL,DLC940104HCLCTV22,ICT-Lanto Limited,GH9939210XYNY1413,NSTD,G6T94220006PFL1AR,FXGL,C079413002SP5652,Foxconn,G6T94270031PG32AX,FXGL,FWP9372Z1P7MVFYU2,DNM937301M4N96463,18A21371j,DN893659PT5N2855L,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,2,36063,77905,113968,37.07,40.65,38.56,41.99,41.34,50.23,48.67,0,28.74,30.24,29.34,30.44,29.61,28.67,29.42,0,,,337719296
FXGL,D54,G6TZK009PF76,D53-PRO1MINI,D53-PRO1MINI_2CMFC5,000021,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:37:35,2019-11-07 09:57:28,,0.0.2-18A21371e,C0794130030MVW39,Foxconn,F5D93947AYPNR7R1E,Desay Battery Co. Ltd.,G6T94220009PFL4AK,FXGL,DLC940104L3LCTV22,ICT-Lanto Limited,GH9939210BMNY1416,NSTD,G6T9422000FPFL1AG,FXGL,C079413004TP5622,Foxconn,G6T94170030PG32A1,FXGL,FWP9372Z1P4MVFYU5,DNM9373021JN9646E,18A21371e,DN893659Q51N2855M,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,1,131541,165360,296901,40.16,42.72,40.9,44.92,44.12,47.82,46.34,0,28.29,29.23,28.51,30.28,29.15,26.43,27.45,0,,,487789328
FXGL,D54,G6TZK00MPF7D,D54-PRO1MINI,D54-PRO1MINI_2M2W,000059,FXGL_C04-5FT-01A_4_SW-DOWNLOAD,PASS,2019-11-07 09:59:53,2019-11-07 10:08:30,,0.0.2-18A21371m,C079417001PMVW39,Foxconn,F8Y94140041NR861S,Sunwoda Electronics Co. Ltd.,G6T9424000NPFL4A4,FXGL,DLC940104SULCTV2T,ICT-Lanto Limited,GH993921099NY141Q,NSTD,G6T9424000BPFL1AJ,FXGL,C079417002BP5632,Foxconn,G6T9423000APG32A1,FXGL,FWP9364Z4VPMVFYDB,F6D9371010EN96576,18A21371m,DN89396AXEGN28522,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZK00NPF76,D53-PRO1MINI,D53-PRO1MINI_2PDFC2,000036,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:41:27,2019-11-07 09:59:46,,0.0.2-18A21371e,C079415000KMVW39,Foxconn,F8Y941400V2NR861J,Sunwoda Electronics Co. Ltd.,G6T9423000MPFL4A6,FXGL,DLC940104E1LCTV2N,ICT-Lanto Limited,GH993921105NY141L,NSTD,G6T9423000RPFL1A5,FXGL,C0794150002P5622,Foxconn,G6T9422000SPG32AL,FXGL,FWP9372Z1BAMVFYU1,DNM93730219N9646P,18A21371e,DN893665576N28556,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,123615,153117,276732,44.99,45.9,44.92,47.24,47.08,45.85,45.75,0,28.15,29.54,28.48,30.28,29.27,25.6,26.62,0,,,487788816
FXGL,D54,G6TZK00PPF76,D53-PRO1MINI,D53-PRO1MINI_2PDFC2,000035,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:37:56,2019-11-07 09:57:44,,0.0.2-18A21371e,C079415001BMVW39,Foxconn,F8Y941400XQNR861Q,Sunwoda Electronics Co. Ltd.,G6T9423000QPFL4A3,FXGL,DLC940104CHLCTV2C,ICT-Lanto Limited,GH99392111HNY1415,NSTD,G6T9423000QPFL1A6,FXGL,C079415000JP5622,Foxconn,G6T9422000TPG32AK,FXGL,FWP9372Z21TMVFYUD,DNM9373023GN9646A,18A21371e,DN893659PTCN2855D,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,95202,90112,185314,41.6,44.99,42.79,46.44,45.82,43.7,43.4,0,27.75,29.04,28.33,29.5,28.55,25.54,26.25,0,,,487789584
FXGL,D54,G6TZK00QPF76,2PDFC2,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:40:09,2019-11-07 09:58:44,,0.0.2-18A21371e,C079415000HMVW39,Foxconn,F8Y941400KJNR861Y,Sunwoda Electronics Co. Ltd.,G6T9423000NPFL4A5,FXGL,DLC940104LULCTV2B,ICT-Lanto Limited,GH9938710SDNY1411,NSTD,G6T9423000MPFL1A9,FXGL,C0794150004P5622,Foxconn,G6T94220011PG32A8,FXGL,FWP9372Z25CMVFYUG,DNM9373021PN96469,18A21371e,DN893659PTQN28551,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,3,53331,112185,165516,39.08,41.34,39.97,43.13,42.39,47.03,45.6,0,27.71,28.51,28.33,29.3,28.44,26.37,27.25,0,,,487801088
FXGL,D54,G6TZK00RPF76,2PDFC2,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:37:41,2019-11-07 09:57:53,,0.0.2-18A21371e,C0794150010MVW39,Foxconn,F8Y941400SSNR8613,Sunwoda Electronics Co. Ltd.,G6T9423000PPFL4A4,FXGL,DLC940104U3LCTV2C,ICT-Lanto Limited,GH99392112QNY141V,NSTD,G6T9423000NPFL1A8,FXGL,C0794150015P5622,Foxconn,G6T9422000QPG32AN,FXGL,FWP9372Z22AMVFYUT,DNM9373021SN96466,18A21371e,DN893659PSTN28551,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrttcrtpspceCfgrCfg,,,,,,,3,99408,138202,237610,36.7,39.14,37.72,41.09,40.52,40.25,39.53,0,29.65,30.73,30.28,31.69,30.77,29,30.01,0,,,487796992
FXGL,D54,G6TZK02TPF76,D54-PRO1MINI,D54-PRO1MINI_3R1WS,000132,FXGL_C04-5FT-05_6_SW-DOWNLOAD,PASS,2019-11-07 08:33:11,2019-11-07 08:40:17,,0.0.2-18A21371l,C079432007LNY9L5,Foxconn,F8Y941400RSNR8616,Sunwoda Electronics Co. Ltd.,,,DLC940602N8LCTV2N,ICT-Lanto Limited,GH9938710KQNY141B,NSTD,G6T9427002PPFL1AX,FXGL,C079432003SP5652,Foxconn,G6T9426002FPG32AM,FXGL,FWP9364Z30MMVFYFT,F6D939602F4N96535,18A21371l,DN89396AXHSN2852H,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,8,38538,22978,61516,49.98,57.73,52.25,61.79,56.19,74.04,70.34,0,27.97,28.89,28.29,29.5,28.74,30.21,30.25,0,,,341901312
FXGL,D54,G6TZK02TPF76,D54-PRO1MINI,D54-PRO1MINI_3R1WS,000132,FXGL_C04-5FT-05_6_SW-DOWNLOAD,PASS,2019-11-07 09:49:08,2019-11-07 09:56:08,,0.0.2-18A21371l,C079432007LNY9L5,Foxconn,F8Y941400RSNR8616,Sunwoda Electronics Co. Ltd.,,,DLC940602N8LCTV2N,ICT-Lanto Limited,GH9938710KQNY141B,NSTD,G6T9427002PPFL1AX,FXGL,C079432003SP5652,Foxconn,G6T9426002FPG32AM,FXGL,FWP9364Z30MMVFYFT,F6D939602F4N96535,18A21371l,DN89396AXHSN2852H,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,8,40492,23548,64040,40.96,44.7,42.12,44.77,42.59,48.06,48.12,0,36.91,40.59,38.22,40.59,38.56,43.93,43.51,0,,,336658432
FXGL,D54,G6TZK02UPF76,3R1WS,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 08:44:53,2019-11-07 09:00:29,,0.0.2-18A21371e,C079424002VNY9L5,Foxconn,F8Y9414012LNR861C,Sunwoda Electronics Co. Ltd.,G6T9427006PPFL4AG,FXGL,DLC940602WELCTV2S,ICT-Lanto Limited,GH9939210YMNY141B,NSTD,G6T9427002NPFL1AY,FXGL,C079424001WP5652,Foxconn,G6T94260018PG32AX,FXGL,FWP9364Z56TMVFYD7,F6D939603F4N96534,18A21371e,DN89396AX7RN2852E,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrttcrtpspceCfgrCfg,,,,,,,3,70611,46720,117331,39.44,41.53,39.97,43.2,42.79,39.53,40.32,0,33.32,34.3,33.73,35.12,34.39,32.04,32.1,0,,,487788816
FXGL,D54,G6TZK02WPF76,D54-PRO1MINI,D54-PRO1MINI_3R1WS,000135,FXGL_C01-5F-DQE_23_SW-DOWNLOAD,PASS,2019-11-07 08:26:56,2019-11-07 08:35:41,,0.0.2-18A21371e,C079424000UNY9L5,Foxconn,F8Y941400ECNR861K,Sunwoda Electronics Co. Ltd.,G6T9427003NPFL4AS,FXGL,DLC940602P2LCTV2R,ICT-Lanto Limited,GH99386104ZNY141E,NSTD,G6T9427001WPFL1AT,FXGL,C079424002TP5652,Foxconn,G6T94260012PG32A3,FXGL,FWP9364Z458MVFYDW,F6D9396038YN9653X,18A21371e,DN89396AXW9N2852V,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,173445,164227,337672,48.24,51.67,49.27,52.25,50.91,56.67,55.71,0,29.11,30.28,29.5,30.81,29.73,27.79,29.21,0,,,487661824
